Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1975.1.1009,False,True,460154,Robert Lehman Collection,Plate,Plate (tondino),"Italian, probably Faenza",,,,,,,,,,,,,,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diam. 11 11/16 in. (29.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460154,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1021,False,True,460155,Robert Lehman Collection,Dish,Dish (crespina),"Italian, Faenza",,,,,,,,,,,,,,ca. 1540–50,1537,1553,Maiolica (tin-glazed earthenware),Diam. 11 1/2 in. (29.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460155,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.993,False,True,460156,Robert Lehman Collection,Albarello,Apothecary jar (albarello),"Italian, Faenza",,,,,,,,,,,,,,ca. 1550,1547,1553,Maiolica (tin-glazed earthenware),Height: 13 in. (33cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460156,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.994,False,True,460157,Robert Lehman Collection,Albarello,Apothecary jar (albarello),"Italian, Faenza",,,,,,,,,,,,,,ca. 1550,1547,1553,Maiolica (tin-glazed earthenware),Height: 12 5/8 in. (32cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460157,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1033,False,True,460158,Robert Lehman Collection,Dish,"Dish (piatto); The story of Hercules: Hercules lifts the giant Antaeus clear of the Earth, his mother, from whom he derived his phenomenal strength","Italian, Deruta",,,,,,,,,,,,,,ca. 1490–1500,1487,1503,Maiolica (tin-glazed earthenware),Diameter: 17 in. (43.2cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460158,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1027,False,True,460160,Robert Lehman Collection,Albarello,Pharmacy Jar (albarello),"Italian, Deruta",,,,,,,,,,,,,,ca. 1505–10,1502,1513,Maiolica (tin-glazed earthenware),H. 8 3/4 in. (22.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460160,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1037,False,True,460161,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, Deruta",,,,,,,,,,,,,,ca. 1500–1510,1497,1513,Maiolica (tin-glazed earthenware),Diam. 14 5/8 in. (37.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460161,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1040,False,True,460162,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, Deruta",,,,,,,,,,,,,,ca. 1500–1510,1497,1513,Maiolica (tin-glazed earthenware),Diam. 8 15/16 in. (22.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460162,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1034,False,True,460163,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, probably Deruta",,,,,,,,,,,,,,ca. 1500–1510,1497,1513,Maiolica (tin-glazed earthenware),Diam. 9 1/8 in. (23.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460163,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1036,False,True,460164,Robert Lehman Collection,Dish,"Dish (piatto); The story of Hercules: the gods called upon Hercules to help them defend Olympus against the attack of the Giants, sons of Uranus and Gaea (Heaven and Earth)","Italian, Deruta",,,,,,,,,,,,,,ca. 1510,1507,1513,Maiolica (tin-glazed earthenware),Diam. 18 7/16 in. (46.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460164,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1038,False,True,460165,Robert Lehman Collection,Dish,Dish (piatto),"Italian, Deruta",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Diam. 14 15/16 in. (37.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460165,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1075,False,True,460166,Robert Lehman Collection,Dish,Dish (piatto),"Italian, Deruta",,,,,,,,,,,,,,ca. 1510,1507,1513,Maiolica (tin-glazed earthenware),Diameter: 17 1/8 in. (43.5cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460166,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1005,False,True,460167,Robert Lehman Collection,Dish,Dish (piatto),"Italian, Deruta",,,,,,,,,,,,,,ca. 1515–20,1512,1523,Maiolica (tin-glazed earthenware),Diameter: 16 7/8 in. (42.8cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460167,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1026,False,True,460168,Robert Lehman Collection,Vase,Vase (vaso),"Italian, Deruta",,,,,,,,,,,,,,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Height: 8 1/16 in. (20.4cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460168,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1054,False,True,460169,Robert Lehman Collection,Ewer dish,Dish for a ewer (bacile da versatore),"Italian, Deruta",,,,,,,,,,,,,,ca. 1520–30,1517,1533,Maiolica (tin-glazed earthenware),Diameter: 15 9/16 in. (39.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460169,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1057,False,True,460170,Robert Lehman Collection,Ewer dish,Dish for a ewer (bacile da versatore),"Italian, Deruta",,,,,,,,,,,,,,ca. 1520–30,1517,1533,Maiolica (tin-glazed earthenware),Diameter: 15 7/16 in. (39.2cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460170,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1032,False,True,460171,Robert Lehman Collection,Ewer dish,Dish for a ewer (bacile da versatore),"Italian, Deruta",,,,,,,,,,,,,,ca. 1520–30,1517,1533,Maiolica (tin-glazed earthenware),Diameter: 13 3/4 in. (35 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460171,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1031,False,True,460172,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, probably Deruta",,,,,,,,,,,,,,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 17 5/16 in. (44 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460172,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1029,False,True,460173,Robert Lehman Collection,Vase,Vase (vaso),"Italian, Deruta",,,,,,,,,,,,,,ca. 1520–30,1517,1533,Maiolica (tin-glazed earthenware),Height: 9 1/16 in. (23cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460173,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1035,False,True,460174,Robert Lehman Collection,Ewer dish,Dish for a ewer (bacile da versatore),"Italian, Deruta",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Diameter: 12 7/8 in. (32.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460174,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1030,False,True,460175,Robert Lehman Collection,Vase,Vase (vaso),"Italian, Deruta",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Height: 9 13/16 in. (24.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460175,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1022,False,True,460176,Robert Lehman Collection,Dish,Dish (piatto),"Italian, Deruta",,,,,,,,,,,,,,ca. 1540,1537,1543,Maiolica (tin-glazed earthenware),Diameter: 10 1/4 in. (26.1cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460176,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1028,False,True,460177,Robert Lehman Collection,Apothecary vase,Apothecary Vase (vaso da farmacia),"Italian, Castelli",,,,,,,,,,,,,,ca. 1515,1512,1518,Maiolica (tin-glazed earthenware),H. 11 7/8 in. (30.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460177,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1046,False,True,460178,Robert Lehman Collection,Apothecary jar,Apothecary jar (orciuolo),"Italian, Castelli",,,,,,,,,,,,,,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Height: 9 13/16 in. (24.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460178,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1047,False,True,460179,Robert Lehman Collection,Apothecary jar,Apothecary jar (orciuolo),"Italian, Castelli",,,,,,,,,,,,,,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Height: 10 3/16 in. (25.9cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460179,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1045,False,True,460180,Robert Lehman Collection,Apothecary vase,Apothecary vase (vaso da farmacia),"Italian, Castelli",,,,,,,,,,,,,,ca. 1520–30,1517,1533,Maiolica (tin-glazed earthenware),Height: 14 11/16 in. (37.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460180,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1044,False,True,460181,Robert Lehman Collection,Apothecary vase,Apothecary vase (vaso da farmacia),"Italian, Castelli",,,,,,,,,,,,,,ca. 1520–30,1517,1533,Maiolica (tin-glazed earthenware),Height: 15 5/16 in. (38.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460181,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1048,False,True,460182,Robert Lehman Collection,Albarello,Apothecary jar (albarello),"Italian, Castelli",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Height: 7 15/16 in. (20.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460182,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1049,False,True,460183,Robert Lehman Collection,Albarello,Apothecary jar (albarello),"Italian, Castelli",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Height: 7 11/16 in. (19.5cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460183,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1041,False,True,460184,Robert Lehman Collection,Apothecary bottle,Apothecary bottle (fiasca da farmacia),"Italian, Castelli",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Height: 9 15/16 in. (25.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460184,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1042,False,True,460185,Robert Lehman Collection,Apothecary bottle,Apothecary bottle (fiasca da farmacia),"Italian, Castelli",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Height: 9 5/8 in. (24.5cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460185,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1115,False,True,460186,Robert Lehman Collection,Apothecary vase,Apothecary vase (vaso da farmacia),"Italian, Castelli",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Height: 9 3/16 in. (23.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460186,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1114,False,True,460187,Robert Lehman Collection,Apothecary vase,Apothecary vase (vaso da farmacia),"Italian, Castelli",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Height: 9 5/16 in. (23.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460187,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1018,False,True,460188,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Castel Durante",,,,,Artist,,workshop of Giovanni Maria Vasaro,"Italian (Castel Durante), active early 16th century",,Vasaro Giovanni Maria,,1500      ,1530      ,ca. 1510–20,1507,1523,Maiolica (tin-glazed earthenware),Diam. 8 3/4 in. (22.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460188,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1025,False,True,460189,Robert Lehman Collection,Tondo,Roundel (tondo),"Italian, Castel Durante",,,,,Artist,possibly,workshop of Giovanni Maria Vasaro,"Italian (Castel Durante), active early 16th century",,Vasaro Giovanni Maria,,1500      ,1530      ,ca. 1510–20,1507,1523,Maiolica (tin-glazed earthenware),Diameter: 8 3/4 in. (22.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460189,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1006,False,True,460190,Robert Lehman Collection,Dish,Dish (coppa): The story of Aeneas: Queen Dido of Carthage welcomes Aeneas and his son.,"Italian, Castel Durante",,,,,Artist,possibly,workshop of Giovanni Maria Vasaro,"Italian (Castel Durante), active early 16th century",,Vasaro Giovanni Maria,,1500      ,1530      ,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Diameter: 10 1/16 in. (25.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460190,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1020,False,True,460191,Robert Lehman Collection,Plate,"Armorial Plate: Silenus on an ass, supported by Bacchic revelers",,,,,,Artist,,Nicola da Urbino,"Italian, active by 1520–died ?1537/38 Urbino",or Castel Durante,Nicola da Urbino,Italian,1520      ,1538      ,ca. 1520–25,1517,1528,Maiolica (tin-glazed earthenware),Diameter: 10 13/16 in. (27.5cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460191,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1004,False,True,460192,Robert Lehman Collection,Dish,"Large Dish (tagliere): Pope Leo X presenting a baton to Federigo II Gonzaga, marquis of Mantua, on his appointment as captain general of the Church in 1521.",,,,,,Artist,,Nicola da Urbino,"Italian, active by 1520–died ?1537/38 Urbino",,Nicola da Urbino,Italian,1520      ,1538      ,ca. 1525–30,1522,1533,Maiolica (tin-glazed earthenware),Diameter: 19 1/16 in. (48.4cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460192,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1088,False,True,460193,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Urbino and Gubbio",,,,,Artist,probably,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1525,1522,1528,Maiolica (tin-glazed earthenware),Diam. 9 15/16 in. (25.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460193,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1099,False,True,460194,Robert Lehman Collection,Dish,"Aurora, goddess of dawn",,,,,,Artist|Artist,probably the|lustered by,"""In Castel Durante"" Painter|Maestro Giorgio Andreoli","Italian, active Castel Durante, first half of 16th century|Italian (Gubbio), active first half of 16th century",,"""In Castel Durante"" Painter|Andreoli, Giorgio Maestro",Italian|Italian,1500      |1500      ,1550      |1550      ,1528,1528,1528,Maiolica (tin-glazed earthenware),Diameter: 10 1/16 in. (25.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460194,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1084,False,True,460195,Robert Lehman Collection,Dish,Dish (coppa amatoria),"Italian, Castel Durante",,,,,Artist,probably the,"""In Castel Durante"" Painter","Italian, active Castel Durante, first half of 16th century",,"""In Castel Durante"" Painter",Italian,1500      ,1550      ,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 8 7/16 in. (21.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460195,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1086,False,True,460196,Robert Lehman Collection,Dish,Dish (coppa),"Italian, probably Urbino and Gubbio",,,,,,,,,,,,,,ca. 1525–30,1522,1533,Maiolica (tin-glazed earthenware),Diameter: 9 15/16 in. (25.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460196,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1095,False,True,460197,Robert Lehman Collection,Dish,Dish (coppa),,,,,,Artist,Lustered by,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1530,1530,1530,Maiolica (tin-glazed earthenware),Diam. 8 1/8 in. (20.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460197,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1012,False,True,460198,Robert Lehman Collection,Dish,Dish (piatto),"Italian, probably Castel Durante",,,,,,,,,,,,,,ca. 1525–30,1522,1533,Maiolica (tin-glazed earthenware),Diam. 9 7/8 in. (25.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460198,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1132,False,True,460199,Robert Lehman Collection,Dish,Dish (piatto): Vulcan forging an arrow for Cupid,,,,,,Artist,,"the ""Milan Marsyas"" Painter","Italian (Urbino), active first half of the 16th century",", Urbino","the ""Milan Marsyas"" Painter",,1500      ,1550      ,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 10 1/2 in. (26.6cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460199,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1136,False,True,460200,Robert Lehman Collection,Plate,Plate (tondino),,,,,,Artist,,Francesco Xanto Avelli da Rovigo,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco",Italian,1482      ,1542      ,1530,1530,1530,Maiolica (tin-glazed earthenware),Diam. 10 3/16 in. (25.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460200,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1134,False,True,460201,Robert Lehman Collection,Dish,Armorial dish: The story of King Anius,,,,,,Artist,,Francesco Xanto Avelli da Rovigo,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco",Italian,1482      ,1542      ,1532,1532,1532,Maiolica (tin-glazed earthenware),Diam. 10 3/8 in. (26.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460201,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1135,False,True,460202,Robert Lehman Collection,Dish,Armorial dish: The story of Phaeton,,,,,,Artist,,Francesco Xanto Avelli da Rovigo,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco",Italian,1482      ,1542      ,1532,1532,1532,Maiolica (tin-glazed earthenware),Diam. 10 9/16 in. (26.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460202,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1137,False,True,460203,Robert Lehman Collection,Dish,Armorial dish: The story of Apollo,,,,,,Artist,,Francesco Xanto Avelli da Rovigo,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco",Italian,1482      ,1542      ,1532,1532,1532,Maiolica (tin-glazed earthenware),Diam. 10 1/2 in. (26.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460203,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1131,False,True,460204,Robert Lehman Collection,Plate,Plate (piatto): The story of Aeneas,,,,,,Artist,,Francesco Xanto Avelli da Rovigo,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco",Italian,1482      ,1542      ,1532,1532,1532,Maiolica (tin-glazed earthenware),Diameter: 11 5/8 in. (29.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460204,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1130,False,True,460205,Robert Lehman Collection,Dish,Dish (piatto),,,,,,Artist|Artist,lustered in,Francesco Xanto Avelli da Rovigo|Gubbio,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco|Gubbio",Italian|Gubbio,1482      ,1542      ,1532,1532,1532,Maiolica (tin-glazed earthenware),Diam. 10 3/16 in. (25.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460205,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1129,False,True,460206,Robert Lehman Collection,Dish,Dish (coppa),,,,,,Artist|Artist,Lustered in,Francesco Xanto Avelli da Rovigo|Gubbio,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco|Gubbio",Italian|Gubbio,1482      ,1542      ,1532,1532,1532,Maiolica (tin-glazed earthenware),Diameter: 10 1/4 in. (26cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460206,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1090,False,True,460207,Robert Lehman Collection,Plate,Plate (tagliere),,,,,,Artist,,Francesco Xanto Avelli da Rovigo,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco",Italian,1482      ,1542      ,1534,1534,1534,Maiolica (tin-glazed earthenware),Diam. 10 1/8 in. (25.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460207,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1133,False,True,460208,Robert Lehman Collection,Plate,Plate (tagliere),,,,,,Artist,,Francesco Xanto Avelli da Rovigo,"Italian, Rovigo ca.1487–1542",,"Xanto Avelli da Rovigo, Francesco",Italian,1482      ,1542      ,1539,1539,1539,Maiolica (tin-glazed earthenware),Diameter: 11 11/16 in. (29.7cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460208,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1118,False,True,460209,Robert Lehman Collection,Dish,Dish (coppa): The satyr Silenus on an Ass,,,,,,Artist,,"the ""Milan Marsyas"" Painter","Italian (Urbino), active first half of the 16th century","(?), Urbino","the ""Milan Marsyas"" Painter",,1500      ,1550      ,ca. 1530–35,1527,1538,Maiolica (tin-glazed earthenware),Diameter: 10 7/8 in. (27.6cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460209,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1082,False,True,460210,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Urbino and Gubbio",,,,,,,,,,,,,,ca. 1530–35,1527,1538,Maiolica (tin-glazed earthenware),Diameter: 11 1/16 in. (28.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460210,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
